,player_name,position,age,height,weight,rating,value,follower,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,games_played
128,H. Winks,2.0,24.0,178.0,65.0,5.916666666666667,32.0,473494,0.4668,0.0934,0.0133,0.0,0.0133,61.845,0.6669,11.6568,1.3471,0.2667,1.1337,6.9087,3.5477,1.2137,0.9069,0.9603,0.8136,0.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3337,1.0403,0.2934,0.3868,0.5202,74.9778
129,H. Ziyech,2.0,27.0,181.0,65.0,5.545454545454546,40.0,3165227,4.6071,1.5299,0.3409,0.0,0.4458,40.4585,3.6542,5.2453,1.0753,0.035,0.848,10.8752,4.7033,5.2453,2.8062,1.3725,1.1277,0.1136,0.0,0.0,0.0262,0.0,0.0,0.0087,0.0,1.0665,1.0578,0.0087,0.3322,0.0525,114.3889
131,I. Bennacer,2.0,23.0,175.0,70.0,4.2,17.5,1703476,0.2712,0.0678,0.0226,0.0,0.0678,29.661,0.5989,2.8475,1.2203,0.1582,1.0169,4.7232,2.7345,1.7288,1.3672,0.904,0.904,0.2373,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,1.1299,0.9831,0.1469,0.1582,0.1921,88.5
133,I. Gueye,2.0,31.0,174.0,66.0,5.181818181818182,24.0,659000,0.61,0.1577,0.0421,0.0,0.0631,53.3501,0.6836,7.4772,3.6072,0.2629,1.9666,8.8023,5.0374,1.1989,0.7677,1.304,1.6721,0.1788,0.0105,0.0,0.0,0.0105,0.0,0.0,0.0,1.0937,1.0411,0.0526,0.1893,0.1262,95.0889
134,I. GÃ¼ndogan,2.0,30.0,180.0,80.0,7.166666666666667,40.0,2798933,1.9372,0.5098,0.1733,0.0,0.1937,76.7248,1.7945,11.134,0.9176,0.102,1.2031,7.1474,3.4564,1.5294,1.0706,0.8871,0.7443,0.1733,0.0,0.0,0.0,0.0102,0.0612,0.0102,0.0,1.3867,0.9686,0.418,0.2753,0.5098,98.0778
136,I. Perisic,2.0,31.0,186.0,80.0,7.166666666666667,17.5,1459347,3.0846,1.0028,0.2539,0.0,0.2031,27.7997,1.9929,5.6488,0.5966,0.0889,1.0282,9.7743,4.3794,1.6883,0.8759,0.457,0.9013,0.1396,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,1.0663,1.0028,0.0635,0.1904,0.1269,78.7778
137,I. Rakitic,2.0,32.0,184.0,78.0,7.111111111111111,20.0,17552517,1.3103,0.4182,0.0836,0.0,0.1673,74.3604,0.8178,7.4156,0.5111,0.1673,1.5147,6.4677,3.652,0.8921,0.5947,1.524,0.9757,0.1673,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,1.2638,0.9943,0.2695,0.2974,0.3345,107.6111
140,I. Zubeldia,2.0,23.0,180.0,79.0,6.857142857142857,24.0,20695,0.6638,0.1106,0.0246,0.0,0.0615,43.1316,0.295,7.4488,0.971,0.3319,1.2538,6.8096,3.6752,0.9588,0.8358,0.6392,1.389,0.2581,0.0123,0.0,0.0,0.0123,0.0,0.0,0.0,1.2169,0.971,0.2458,0.1229,0.4425,81.3556
141,Isco,2.0,28.0,176.0,79.0,6.416666666666667,40.0,19487679,2.2998,0.9506,0.276,0.0,0.1687,62.0954,2.0085,14.8416,0.6133,0.0153,0.552,10.6865,5.4736,3.5877,2.5145,2.4532,0.9046,0.1073,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,1.6252,1.0273,0.598,0.8126,0.8739,65.2222
144,J. Boga,2.0,23.0,172.0,68.0,3.5,16.0,1287,1.7737,0.5226,0.2059,0.0,0.095,21.9339,1.1086,7.0948,0.19,0.0,0.2534,8.3143,4.6877,6.794,4.5768,1.647,0.3959,0.0,0.0,0.0,0.0158,0.0158,0.0,0.0158,0.0,1.3778,0.9819,0.3959,0.4593,0.5384,63.1444
148,J. Correa_Laz,2.0,26.0,189.0,75.0,7.0,30.5,626487,3.1334,1.4386,0.335,0.0,0.1577,29.5599,1.9115,9.7745,0.5124,0.0985,0.2365,8.1585,3.961,4.769,2.8969,1.8918,0.9656,0.1182,0.0,0.0197,0.0788,0.0,0.0,0.0197,0.0,1.3795,0.9262,0.4533,0.3153,0.5321,50.7444
149,J. Draxler,2.0,27.0,185.0,72.0,4.384615384615385,24.0,4083998,1.0091,0.4515,0.1328,0.0,0.2656,49.342,1.4872,9.3877,0.6772,0.0266,0.8365,6.4798,3.0673,2.2706,1.6067,0.4913,0.9428,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5137,0.9693,0.5444,0.4647,0.7569,75.3111
152,J. Gbamin,2.0,25.0,186.0,83.0,3.888888888888889,22.5,44473,1.0236,0.2992,0.0472,0.0,0.063,33.4803,0.5512,5.874,0.7717,0.2205,1.4803,12.1732,6.3465,2.126,1.1024,1.0394,1.3701,0.1102,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,1.0394,0.9921,0.0472,0.0787,0.063,63.5
155,J. Grealish,2.0,25.0,175.0,68.0,5.0,30.5,739524,2.2097,0.679,0.2072,0.0,0.2417,40.7302,2.4629,4.9488,0.7481,0.1957,0.5409,14.2481,8.7123,3.6829,2.4284,4.6957,1.0128,0.2072,0.0,0.0,0.023,0.0,0.0115,0.0115,0.0,1.1164,0.9783,0.1381,0.1726,0.1611,86.8889
156,J. Henderson,2.0,29.142857142857142,169.0,62.214285714285715,4.928571428571429,28.0,3644529,0.6514,0.1323,0.0509,0.0,0.112,60.9838,1.0381,8.3761,1.8625,0.1221,1.3231,7.2668,3.8064,0.7328,0.346,0.4478,1.1195,0.1323,0.0102,0.0,0.0,0.0102,0.0,0.0,0.0,1.2213,0.9872,0.2341,0.2646,0.3969,98.2556
157,J. IkonÃ©,2.0,22.0,175.0,67.0,3.5,36.0,150264,1.4382,0.5183,0.1166,0.0,0.2203,19.928,1.4771,4.7293,0.3887,0.0518,0.2203,6.5045,2.5785,4.0685,2.4359,0.8163,0.8681,0.1296,0.0,0.0,0.0,0.0,0.013,0.0,0.0,1.2957,1.1014,0.1944,0.7904,0.311,77.1778
161,J. Lerma,2.0,26.0,179.0,70.0,4.0,20.0,50213,1.0337,0.1439,0.0393,0.0,0.0393,39.8314,0.5757,4.1873,1.2169,0.3926,1.9366,12.4833,6.8828,1.0337,0.7982,1.7534,1.7403,0.5103,0.0131,0.0,0.0131,0.0,0.0,0.0,0.0,1.0992,1.0337,0.0654,0.1832,0.1309,76.4222
162,J. Lingard,2.0,28.0,175.0,62.0,6.428571428571429,17.5,6670002,2.1441,0.7892,0.2762,0.0,0.1447,38.1073,1.3943,14.8772,1.2891,0.0789,0.342,8.8395,3.5911,1.9863,0.9339,1.4075,1.7363,0.2236,0.0,0.0,0.0263,0.0,0.0132,0.0,0.0,1.6179,0.9997,0.6182,0.7629,0.7629,76.0222
163,J. Maddison,2.0,24.0,175.0,73.0,5.8,48.0,788064,2.6882,0.7629,0.2815,0.0,0.1635,40.4773,2.888,6.1029,1.0898,0.0363,0.4268,11.4521,6.4208,2.9152,1.9617,3.0333,0.9808,0.1453,0.0091,0.0,0.0363,0.0,0.0545,0.0182,0.0,1.108,1.0353,0.0727,0.3905,0.1362,110.1111
